original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
326,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,495,?,"querés cantar un ratito, querés ?%mor: v|quere-2S&PRES=want inf|canta-INF=sing det:art|un&m=one n|rato&m-DIM=rat cm|cm v|quere-2S&PRES=want ?",%mor:,0,,,0,0,,,,,
327,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,495,v|quere-2s&pres=want,"querés cantar un ratito, querés ?%mor: v|quere-2S&PRES=want inf|canta-INF=sing det:art|un&m=one n|rato&m-DIM=rat cm|cm v|quere-2S&PRES=want ?",%svd:,querer,0,1,2,s,pres,,same,,
328,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,495,v|quere-2s&pres=want,"querés cantar un ratito, querés ?%mor: v|quere-2S&PRES=want inf|canta-INF=sing det:art|un&m=one n|rato&m-DIM=rat cm|cm v|quere-2S&PRES=want ?",%svd:,querer,0,1,2,s,pres,same,same,,
329,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,498,!,"dejá que mamá te cuente, te falta poco ya, mi amor !%mor: imp|deja-2S&IMP=leave prep|que=than n|mamá&f=mommy pro:obj|te=you v|conta-13S&SUB&PRES=count_tell cm|cm pro:obj|te=you v|falta-3S&PRES=be_lacking adv|poco=few adv|ya=already cm|cm det:poss|mi=my co:voc|amor=love !",%mor:,0,,,0,0,,,,,
330,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,498,v|conta-13s&sub&pres=count_tell,"dejá que mamá te cuente, te falta poco ya, mi amor !%mor: imp|deja-2S&IMP=leave prep|que=than n|mamá&f=mommy pro:obj|te=you v|conta-13S&SUB&PRES=count_tell cm|cm pro:obj|te=you v|falta-3S&PRES=be_lacking adv|poco=few adv|ya=already cm|cm det:poss|mi=my co:voc|amor=love !",%svd:,contar,DP-def,1,3,s,sub&pres,,switch,,
331,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,498,v|falta-3s&pres=be_lacking,"dejá que mamá te cuente, te falta poco ya, mi amor !%mor: imp|deja-2S&IMP=leave prep|que=than n|mamá&f=mommy pro:obj|te=you v|conta-13S&SUB&PRES=count_tell cm|cm pro:obj|te=you v|falta-3S&PRES=be_lacking adv|poco=few adv|ya=already cm|cm det:poss|mi=my co:voc|amor=love !",%svd:,faltar,na,na,na,na,na,na,na,na,gustar-type verb
332,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,503,.,no .%mor: adv|no=no .,%mor:,0,,,0,0,,,,,
333,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,505,.,"falta poquito, mi amor, sí, tomá .%mor: v|falta-3S&PRES=be_lacking pro:indef|poquito=little cm|cm det:poss|mi=my co:voc|amor=love cm|cm co|sí=yes cm|cm imp|toma-2S&IMP=take .",%mor:,0,,,0,0,,,,,
334,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,505,v|falta-3s&pres=be_lacking,"falta poquito, mi amor, sí, tomá .%mor: v|falta-3S&PRES=be_lacking pro:indef|poquito=little cm|cm det:poss|mi=my co:voc|amor=love cm|cm co|sí=yes cm|cm imp|toma-2S&IMP=take .",%svd:,faltar,na,na,na,na,na,na,na,na,impersonal
335,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,509,+...,"mirá acá apareció, acá se bajó el +...%mor: co|mirá adv|acá=there v|aparece-3S&PRET=appear cm|cm adv|acá=there pro:refl|se=itself v|baja-3S&PRET=come_down det:art|el&m&SG=the +...",%mor:,0,na,,0,0,,,,,
336,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,509,v|aparece-3s&pret=appear,"mirá acá apareció, acá se bajó el +...%mor: co|mirá adv|acá=there v|aparece-3S&PRET=appear cm|cm adv|acá=there pro:refl|se=itself v|baja-3S&PRET=come_down det:art|el&m&SG=the +...",%svd:,aparecer,na,na,na,na,na,na,na,na,false start
337,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,509,v|baja-3s&pret=come_down,"mirá acá apareció, acá se bajó el +...%mor: co|mirá adv|acá=there v|aparece-3S&PRET=appear cm|cm adv|acá=there pro:refl|se=itself v|baja-3S&PRET=come_down det:art|el&m&SG=the +...",%svd:,bajar,?DP-def,1,3,s,,,same,,?
338,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,512,.,"se bajó en la cabeza del señor el sapito, mirá .%mor: pro:refl|se=itself v|baja-3S&PRET=come_down prep|en=in det:art|el&f&SG=the n|cabeza&f=head prep|de~det:art|el&m=of n|señor&m=sir det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm co|mirá .",%mor:,0,,,0,0,,,,,
339,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,512,v|baja-3s&pret=come_down,"se bajó en la cabeza del señor el sapito, mirá .%mor: pro:refl|se=itself v|baja-3S&PRET=come_down prep|en=in det:art|el&f&SG=the n|cabeza&f=head prep|de~det:art|el&m=of n|señor&m=sir det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm co|mirá .",%svd:,bajar,DP-def,1,3,s,,,same,,
340,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,516,?,"de acá bajó a acá, viste ?%mor: prep|de=of adv|acá=there v|baja-3S&PRET=come_down aprep|a=to adv|acá=there cm|cm v|ve-2S&PRET=see ?",%mor:,0,,,0,0,,,,,
341,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,516,v|baja-3s&pret=come_down,"de acá bajó a acá, viste ?%mor: prep|de=of adv|acá=there v|baja-3S&PRET=come_down aprep|a=to adv|acá=there cm|cm v|ve-2S&PRET=see ?",%svd:,bajar,0,1,3,s,,,same,,
342,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,516,v|ve-2s&pret=see,"de acá bajó a acá, viste ?%mor: prep|de=of adv|acá=there v|baja-3S&PRET=come_down aprep|a=to adv|acá=there cm|cm v|ve-2S&PRET=see ?",%svd:,ver,na,na,na,na,na,na,na,na,exclude
343,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,519,.,"&chun, se bajó .%mor: cm|cm pro:refl|se=itself v|baja-3S&PRET=come_down .",%mor:,0,,,0,0,,,,,
344,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,519,v|baja-3s&pret=come_down,"&chun, se bajó .%mor: cm|cm pro:refl|se=itself v|baja-3S&PRET=come_down .",%svd:,bajar,0,1,3,s,,,same,,
345,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,521,!,"+"" &aaaaaahhj !",%mor:,0,,,0,0,,,,,
346,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,522,.,dice el señor .%mor: v|deci-3S&PRES=say det:art|el&m&SG=the co:voc|señor=sir .,%mor:,0,,,0,0,,,,,
347,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,522,v|deci-3s&pres=say,dice el señor .%mor: v|deci-3S&PRES=say det:art|el&m&SG=the co:voc|señor=sir .,%svd:,decir,DP-def,1,3,s,,,switch,,
348,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,524,!,"+"" &aaaahhjjjj !",%mor:,0,,,0,0,,,,,
349,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,525,.,"así dice, mirá .%mor: adv|así=thus v|deci-3S&PRES=say cm|cm co|mirá .",%mor:,0,,,0,0,,,,,
350,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,525,.,"así dice, mirá .%com: Se abre de nuevo la puerta .",%com:,0,,,0,0,,,,,
351,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,525,v|deci-3s&pres=say,"así dice, mirá .%mor: adv|así=thus v|deci-3S&PRES=say cm|cm co|mirá .",%svd:,decir,0,1,3,s,,,same,,
352,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,528,.,xxx así .%mor: adv|así=thus .,%mor:,0,,,0,0,,,,,
353,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,530,?,qué me metió ahí xxx ?%mor: pro:int|qué=what pro:obj|me=me v|mete-3S&PRET=put adv|ahí=there ?,%mor:,0,,,0,0,,,,,
354,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,530,v|mete-3s&pret=put,qué me metió ahí xxx ?%mor: pro:int|qué=what pro:obj|me=me v|mete-3S&PRET=put adv|ahí=there ?,%svd:,meter,0,1,3,s,,,,,
355,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,532,"+""/.","el sapo se metió ahí, dice +""/.%mor: det:art|el&m&SG=the n|sapo&m=toad pro:refl|se=itself v|mete-3S&PRET=put adv|ahí=there cm|cm v|deci-3S&PRES=say +""/.",%mor:,0,,,0,0,,,,,
356,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,532,.,"el sapo se metió ahí, dice +""/.%com: Se cierra de nuevo la puerta .",%com:,0,,,0,0,,,,,
357,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,532,v|mete-3s&pret=put,"el sapo se metió ahí, dice +""/.%mor: det:art|el&m&SG=the n|sapo&m=toad pro:refl|se=itself v|mete-3S&PRET=put adv|ahí=there cm|cm v|deci-3S&PRES=say +""/.",%svd:,meter,DP-def,1,3,s,,,,,
358,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,532,v|deci-3s&pres=say,"el sapo se metió ahí, dice +""/.%mor: det:art|el&m&SG=the n|sapo&m=toad pro:refl|se=itself v|mete-3S&PRET=put adv|ahí=there cm|cm v|deci-3S&PRES=say +""/.",%svd:,decir,0,1,3,s,,,switch,,
359,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,536,!,"+"" &aaaaahjj !",%mor:,0,,,0,0,,,,,
360,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,537,.,sin zapato ese .%mor: prep|sin=without n|zapato&m=shoe det:dem|ese=that .,%mor:,0,,,0,0,,,,,
361,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,539,!,"sí, ahí !%mor: co|sí=yes cm|cm adv|ahí=there !",%mor:,0,,,0,0,,,,,
362,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,541,.,después se cayó .%mor: adv|después=after pro:refl|se=itself v|cae-3S&PRET=fall .,%mor:,0,,,0,0,,,,,
363,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,541,v|cae-3s&pret=fall,después se cayó .%mor: adv|después=after pro:refl|se=itself v|cae-3S&PRET=fall .,%svd:,caer,0,1,3,s,,,,,
364,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,543,.,mirá el señor se cayó acá .%mor: co|mirá det:art|el&m&SG=the co:voc|señor=sir pro:refl|se=itself v|cae-3S&PRET=fall adv|acá=there .,%mor:,0,,,0,0,,,,,
365,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,543,v|cae-3s&pret=fall,mirá el señor se cayó acá .%mor: co|mirá det:art|el&m&SG=the co:voc|señor=sir pro:refl|se=itself v|cae-3S&PRET=fall adv|acá=there .,%svd:,caer,DP-def,1,3,s,,,same,,
366,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,546,.,"xxx, lo viste, acá se cayó el señor, mirá .%mor: cm|cm pro:obj|lo&m=him v|vesti-3S&PRES=dress cm|cm adv|acá=there pro:refl|se=itself v|cae-3S&PRET=fall det:art|el&m&SG=the co:voc|señor=sir cm|cm co|mirá .",%mor:,0,,,0,0,,,,,
367,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,546,v|vesti-3s&pres=dress,"xxx, lo viste, acá se cayó el señor, mirá .%mor: cm|cm pro:obj|lo&m=him v|vesti-3S&PRES=dress cm|cm adv|acá=there pro:refl|se=itself v|cae-3S&PRET=fall det:art|el&m&SG=the co:voc|señor=sir cm|cm co|mirá .",%svd:,vestir,na,na,na,na,na,na,na,na,tag error
368,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,546,v|cae-3s&pret=fall,"xxx, lo viste, acá se cayó el señor, mirá .%mor: cm|cm pro:obj|lo&m=him v|vesti-3S&PRES=dress cm|cm adv|acá=there pro:refl|se=itself v|cae-3S&PRET=fall det:art|el&m&SG=the co:voc|señor=sir cm|cm co|mirá .",%svd:,caer,DP-def,1,3,s,,,same,,
369,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,550,?,"mirá se cayó con el sapito xxx, ves ?%mor: co|mirá pro:refl|se=itself v|cae-3S&PRET=fall prep|con=with det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm co|ves=see ?",%mor:,0,,,0,0,,,,,
370,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,550,v|cae-3s&pret=fall,"mirá se cayó con el sapito xxx, ves ?%mor: co|mirá pro:refl|se=itself v|cae-3S&PRET=fall prep|con=with det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm co|ves=see ?",%svd:,caer,0,1,3,s,,,same,,
371,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,553,?,a dónde se met(i)ó ?%mor: aprep|a=to pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put ?,%mor:,0,,,0,0,,,,,
372,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,553,v|mete-3s&pret=put,a dónde se met(i)ó ?%mor: aprep|a=to pro:int|dónde=where pro:refl|se=itself v|mete-3S&PRET=put ?,%svd:,meter,0,1,3,s,,,,,
373,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,556,.,"acá mirá, ahí (es)tá .%mor: adv|acá=there co|mirá cm|cm adv|ahí=there cop|esta-3S&PRES=be .",%mor:,0,,,0,0,,,,,
374,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,556,cop|esta-3s&pres=be,"acá mirá, ahí (es)tá .%mor: adv|acá=there co|mirá cm|cm adv|ahí=there cop|esta-3S&PRES=be .",%svd:,estar,0,1,3,s,,,,,
375,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,558,.,"viste, verdecito es .%mor: v|vesti-3S&PRES=dress cm|cm n|verdeo&m-DIM=onion cop|se-3S&PRES=be .",%mor:,0,,,0,0,,,,,
376,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,558,v|vesti-3s&pres=dress,"viste, verdecito es .%mor: v|vesti-3S&PRES=dress cm|cm n|verdeo&m-DIM=onion cop|se-3S&PRES=be .",%svd:,vestir,na,na,na,na,na,na,na,na,tag error
377,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,558,cop|se-3s&pres=be,"viste, verdecito es .%mor: v|vesti-3S&PRES=dress cm|cm n|verdeo&m-DIM=onion cop|se-3S&PRES=be .",%svd:,ser,0,1,3,s,,,same,,
378,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,561,.,acá el señor se cayó .%mor: adv|acá=there det:art|el&m&SG=the co:voc|señor=sir pro:refl|se=itself v|cae-3S&PRET=fall .,%mor:,0,,,0,0,,,,,
379,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,561,v|cae-3s&pret=fall,acá el señor se cayó .%mor: adv|acá=there det:art|el&m&SG=the co:voc|señor=sir pro:refl|se=itself v|cae-3S&PRET=fall .,%svd:,caer,DP-def,1,3,s,,,switch,,
380,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,564,+/.,y tiró xxx +/.%mor: coord|y=and v|tira-3S&PRET=throw +/.,%mor:,0,,,0,0,,,,,
381,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,564,v|tira-3s&pret=throw,y tiró xxx +/.%mor: coord|y=and v|tira-3S&PRET=throw +/.,%svd:,tirar,0,1,3,s,,,same,,
382,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,566,.,no quiere camina(r) .%mor: adv|no=no v|quere-3S&PRES=want inf|camina-INF=walk .,%mor:,0,,,0,0,,,,,
383,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,566,v|quere-3s&pres=want,no quiere camina(r) .%mor: adv|no=no v|quere-3S&PRES=want inf|camina-INF=walk .,%svd:,querer,0,1,3,s,,,,,
384,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,568,?,no quiere caminar ?%mor: adv|no=no v|quere-3S&PRES=want inf|camina-INF=walk ?,%mor:,0,,,0,0,,,,,
385,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,568,v|quere-3s&pres=want,no quiere caminar ?%mor: adv|no=no v|quere-3S&PRES=want inf|camina-INF=walk ?,%svd:,querer,0,1,3,s,,,,,
386,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,570,!,"no, porque se cayó !%mor: co|no=no cm|cm conj|porque=because pro:refl|se=itself v|cae-3S&PRET=fall !",%mor:,0,,,0,0,,,,,
387,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,570,v|cae-3s&pret=fall,"no, porque se cayó !%mor: co|no=no cm|cm conj|porque=because pro:refl|se=itself v|cae-3S&PRET=fall !",%svd:,caer,0,1,3,s,,,same,,
388,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,573,.,"ahí se quedó el señor, mirá .%mor: adv|ahí=there pro:refl|se=itself v|queda-3S&PRET=stay det:art|el&m&SG=the co:voc|señor=sir cm|cm co|mirá .",%mor:,0,,,0,0,,,,,
389,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,573,v|queda-3s&pret=stay,"ahí se quedó el señor, mirá .%mor: adv|ahí=there pro:refl|se=itself v|queda-3S&PRET=stay det:art|el&m&SG=the co:voc|señor=sir cm|cm co|mirá .",%svd:,quedar,DP-def,1,3,,,,same,,
390,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,576,+...,"y, sapo +...%mor: coord|y=and cm|cm n|sapo&m=toad +...",%mor:,0,,,0,0,,,,,
391,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,578,?,adónde se fue el sapito ?%mor: pro:int|adónde=whither pro:refl|se=itself v|i-3S&PRET=go det:art|el&m&SG=the n|sapo&m-DIM=toad ?,%mor:,0,,,0,0,,,,,
392,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,578,v|i-3s&pret=go,adónde se fue el sapito ?%mor: pro:int|adónde=whither pro:refl|se=itself v|i-3S&PRET=go det:art|el&m&SG=the n|sapo&m-DIM=toad ?,%svd:,ir,DP-def,1,3,s,,,,,
393,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,581,?,&uh ?,%mor:,0,,,0,0,,,,,
394,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,582,?,de acá de dónde saltó el sapito ?%mor: prep|de=of adv|acá=there prep|de=of pro:int|dónde=where v|salta-3S&PRET=jump det:art|el&m&SG=the n|sapo&m-DIM=toad ?,%mor:,0,,,0,0,,,,,
395,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,582,v|salta-3s&pret=jump,de acá de dónde saltó el sapito ?%mor: prep|de=of adv|acá=there prep|de=of pro:int|dónde=where v|salta-3S&PRET=jump det:art|el&m&SG=the n|sapo&m-DIM=toad ?,%svd:,saltar,DP-def,1,3,s,,,,,
396,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,585,?,"dónde se, se escapó el sapito ?%mor: pro:int|dónde=where pro:refl|se=itself cm|cm pro:refl|se=itself v|escapa-3S&PRET=escape det:art|el&m&SG=the n|sapo&m-DIM=toad ?",%mor:,0,,,0,0,,,,,
397,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,585,v|escapa-3s&pret=escape,"dónde se, se escapó el sapito ?%mor: pro:int|dónde=where pro:refl|se=itself cm|cm pro:refl|se=itself v|escapa-3S&PRET=escape det:art|el&m&SG=the n|sapo&m-DIM=toad ?",%svd:,escapar,DP-def,1,3,s,,,same,,
398,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,588,+...,"adónde está el sapito acá, a_ver, mostrame +...%mor: pro:int|adónde=whither cop|esta-3S&PRES=be det:art|el&m&SG=the n|sapo&m-DIM=toad adv|acá=there cm|cm co|a_ver=lets_see cm|cm imp|mostra-2S&IMP~pro:clit|1S=show +...",%mor:,0,,,0,0,,,,,
399,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,588,cop|esta-3s&pres=be,"adónde está el sapito acá, a_ver, mostrame +...%mor: pro:int|adónde=whither cop|esta-3S&PRES=be det:art|el&m&SG=the n|sapo&m-DIM=toad adv|acá=there cm|cm co|a_ver=lets_see cm|cm imp|mostra-2S&IMP~pro:clit|1S=show +...",%svd:,estar,DP-def,1,3,s,,,same,,
400,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,592,!,ahí e(s)tá !%mor: adv|ahí=there cop|esta-3S&PRES=be !,%mor:,0,,,0,0,,,,,
401,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,592,cop|esta-3s&pres=be,ahí e(s)tá !%mor: adv|ahí=there cop|esta-3S&PRES=be !,%svd:,estar,0,1,3,s,,,,,
402,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,594,?,"muy bien, saltó de acá a acá, mirá, viste ?%mor: adv|muy=very adv|bien=well cm|cm v|salta-3S&PRET=jump prep|de=of adv|acá=there aprep|a=to adv|acá=there cm|cm co|mirá cm|cm v|ve-2S&PRET=see ?",%mor:,0,,,0,0,,,,,
403,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,594,v|salta-3s&pret=jump,"muy bien, saltó de acá a acá, mirá, viste ?%mor: adv|muy=very adv|bien=well cm|cm v|salta-3S&PRET=jump prep|de=of adv|acá=there aprep|a=to adv|acá=there cm|cm co|mirá cm|cm v|ve-2S&PRET=see ?",%svd:,saltar,0,1,3,s,,,,,
