original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
1283,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,574,v|llama-3s&pres=call,cómo se llama eso ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call pro:dem|eso=that_one ?,%mor:,0,,,0,0,0,,,,
1284,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,574,v|llama-3s&pres=call,cómo se llama eso ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3S&PRES=call pro:dem|eso=that_one ?,%svd:,llamar,DP-dem,0,3,s,pres,,,,
1285,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,577,.,la oreja .%mor: det:art|el&f&SG=the n|oreja&f=ear .,%mor:,0,,,0,0,0,,,,
1286,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,581,v|tene-1p&pres=have,"qué tenemos en la oreja, generalmente ?%mor: pro:int|qué=what v|tene-1P&PRES=have prep|en=in det:art|el&f&SG=the n|oreja&f=ear cm|cm adv:adj|general-ADV=general ?",%mor:,0,,,0,0,0,,,,
1287,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,581,v|tene-1p&pres=have,"qué tenemos en la oreja, generalmente ?%mor: pro:int|qué=what v|tene-1P&PRES=have prep|en=in det:art|el&f&SG=the n|oreja&f=ear cm|cm adv:adj|general-ADV=general ?",%svd:,tener,0,1,1,p,pres,,,,
1288,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,584,v|tene-1p&pres=have,"&aaaahjjj, qué tenemos acá ?%mor: cm|cm pro:int|qué=what v|tene-1P&PRES=have adv|acá=there ?",%mor:,0,,,0,0,0,,,,
1289,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,584,v|tene-1p&pres=have,"&aaaahjjj, qué tenemos acá ?%mor: cm|cm pro:int|qué=what v|tene-1P&PRES=have adv|acá=there ?",%svd:,tener,0,1,1,p,pres,,same,,
1290,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,586,.,&al .,%mor:,0,,,0,0,0,,,,
1291,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,587,v|tene-2s&pres=have,"aritos, vos tenés aritos, también !%mor: n|aro&m-DIM-PL=hoop cm|cm pro:obj|vos=you v|tene-2S&PRES=have n|aro&m-DIM-PL=hoop cm|cm adv|también=also !",%mor:,0,,,0,0,0,,,,
1292,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,587,v|tene-2s&pres=have,"aritos, vos tenés aritos, también !%mor: n|aro&m-DIM-PL=hoop cm|cm pro:obj|vos=you v|tene-2S&PRES=have n|aro&m-DIM-PL=hoop cm|cm adv|también=also !",%svd:,tener,1,1,2,s,pres,,,,
1293,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,592,.,"no, porque xxx Juli tiene igual .%mor: co|no=no cm|cm conj|porque=because n:prop|Juli v|tene-3S&PRES=have co|igual=equal .",%mor:,0,,,0,0,0,,,,
1294,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,592,v|tene-3s&pres=have,"no, porque xxx Juli tiene igual .%mor: co|no=no cm|cm conj|porque=because n:prop|Juli v|tene-3S&PRES=have co|igual=equal .",%svd:,tener,proper,1,3,s,pres,,,,
1295,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,597,.,Juli .%mor: n:prop|Juli .,%mor:,0,,,0,0,0,,,,
1296,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,599,cop|se-3s&pres=be,quién es Juli ?%mor: pro:int|quién=who cop|se-3S&PRES=be n:prop|Juli ?,%mor:,0,,,0,0,0,,,,
1297,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,599,cop|se-3s&pres=be,quién es Juli ?%mor: pro:int|quién=who cop|se-3S&PRES=be n:prop|Juli ?,%svd:,ser,proper,1,3,s,pres,,,,
1298,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,601,.,mi amiga .%mor: det:poss|mi=my v|amiga-3S&PRES=make_friends .,%mor:,0,,,0,0,0,,,,
1299,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,601,v|amiga-3s&pres=make_friends,mi amiga .%mor: det:poss|mi=my v|amiga-3S&PRES=make_friends .,%svd:,amigar,na,na,na,na,na,na,na,na,tag error
1300,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,603,v|hace-2s&pret=do,y vos cuándo te hiciste los aritos ?%mor: coord|y=and pro:obj|vos=you pro:int|cuándo=when pro:obj|te=you v|hace-2S&PRET=do det:art|el&m-PL=the n|aro&m-DIM-PL=hoop ?,%mor:,0,,,0,0,0,,,,
1301,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,603,v|hace-2s&pret=do,y vos cuándo te hiciste los aritos ?%mor: coord|y=and pro:obj|vos=you pro:int|cuándo=when pro:obj|te=you v|hace-2S&PRET=do det:art|el&m-PL=the n|aro&m-DIM-PL=hoop ?,%svd:,hacer,1,1,2,s,pret,,,,
1302,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,606,v|acorda-2s&pres=remind,te acordás ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind ?,%mor:,0,,,0,0,0,,,,
1303,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,606,v|acorda-2s&pres=remind,te acordás ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind ?,%svd:,acordar,0,1,2,s,pres,,same,,
1304,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,608,v|tene-13s&pas=have,"sí, que tenía Juli +...%mor: co|sí=yes cm|cm conj|que=that v|tene-13S&PAS=have n:prop|Juli +...",%mor:,0,,,0,0,0,,,,
1305,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,608,v|tene-13s&pas=have,"sí, que tenía Juli +...%mor: co|sí=yes cm|cm conj|que=that v|tene-13S&PAS=have n:prop|Juli +...",%svd:,tener,proper,1,3,s,pas,,,,
1306,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,610,.,&unjú .,%mor:,0,,,0,0,0,,,,
1307,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,611,.,y ahora está cambiado .%mor: coord|y=and adv|ahora=now cop|esta-3S&PRES=be part|cambia-PPART-m=change .,%mor:,0,,,0,0,0,,,,
1308,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,611,cop|esta-3s&pres=be,y ahora está cambiado .%mor: coord|y=and adv|ahora=now cop|esta-3S&PRES=be part|cambia-PPART-m=change .,%svd:,estar,0,0,3,s,pres,,,,
1309,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,615,.,"ahora &sa, mi mamá se va, me va p(r)esta(r) su arito que tiene dojo [: rojo] .%mor: adv|ahora=now cm|cm det:poss|mi=my n|mamá&f=mommy pro:refl|se=itself v|i-3S&PRES=go cm|cm pro:obj|me=me v|i-3S&PRES=go inf|presta-INF=lend det:poss|su&3S=his n|aro&m-DIM=hoop prep|que=than v|tene-3S&PRES=have adj|rojo-m=red .",%mor:,0,,,0,0,0,,,,
1310,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,615,v|i-3s&pres=go,"ahora &sa, mi mamá se va, me va p(r)esta(r) su arito que tiene dojo [: rojo] .%mor: adv|ahora=now cm|cm det:poss|mi=my n|mamá&f=mommy pro:refl|se=itself v|i-3S&PRES=go cm|cm pro:obj|me=me v|i-3S&PRES=go inf|presta-INF=lend det:poss|su&3S=his n|aro&m-DIM=hoop prep|que=than v|tene-3S&PRES=have adj|rojo-m=red .",%svd:,ir,0,1,3,s,pres,,,,
1311,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,615,v|i-3s&pres=go,"ahora &sa, mi mamá se va, me va p(r)esta(r) su arito que tiene dojo [: rojo] .%mor: adv|ahora=now cm|cm det:poss|mi=my n|mamá&f=mommy pro:refl|se=itself v|i-3S&PRES=go cm|cm pro:obj|me=me v|i-3S&PRES=go inf|presta-INF=lend det:poss|su&3S=his n|aro&m-DIM=hoop prep|que=than v|tene-3S&PRES=have adj|rojo-m=red .",%svd:,ir,na,na,na,na,na,na,na,na,false start
1312,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,615,v|tene-3s&pres=have,"ahora &sa, mi mamá se va, me va p(r)esta(r) su arito que tiene dojo [: rojo] .%mor: adv|ahora=now cm|cm det:poss|mi=my n|mamá&f=mommy pro:refl|se=itself v|i-3S&PRES=go cm|cm pro:obj|me=me v|i-3S&PRES=go inf|presta-INF=lend det:poss|su&3S=his n|aro&m-DIM=hoop prep|que=than v|tene-3S&PRES=have adj|rojo-m=red .",%svd:,tener,na,na,na,na,na,na,na,na,relative clause
1313,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,623,.,+< arito dojo [: rojo] .%mor: n|aro&m-DIM=hoop adj|rojo-m=red .,%mor:,0,,,0,0,0,,,,
1314,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,625,v|tene-3s&pres=have,quién tiene ?%mor: pro:int|quién=who v|tene-3S&PRES=have ?,%mor:,0,,,0,0,0,,,,
1315,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,625,v|tene-3s&pres=have,quién tiene ?%mor: pro:int|quién=who v|tene-3S&PRES=have ?,%svd:,tener,wh,1,3,s,pres,,,,
1316,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,629,v|i-3s&pres=go,te lo va a prestar a vos ?%mor: pro:obj|te=you pro:obj|lo&m=him v|i-3S&PRES=go aprep|a=to inf|presta-INF=lend aprep|a=to pro:obj|vos=you ?,%mor:,0,,,0,0,0,,,,
1317,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,629,v|i-3s&pres=go,te lo va a prestar a vos ?%mor: pro:obj|te=you pro:obj|lo&m=him v|i-3S&PRES=go aprep|a=to inf|presta-INF=lend aprep|a=to pro:obj|vos=you ?,%svd:,ir,0,1,3,s,pres,,,,
1318,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,632,.,"sí, si es chiquito .%mor: co|sí=yes cm|cm conj|si=if cop|se-3S&PRES=be n|chico&m-DIM=child^n|chiqui&m-DIM=little_one .",%mor:,0,,,0,0,0,,,,
1319,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,632,cop|se-3s&pres=be,"sí, si es chiquito .%mor: co|sí=yes cm|cm conj|si=if cop|se-3S&PRES=be n|chico&m-DIM=child^n|chiqui&m-DIM=little_one .",%svd:,ser,0,0,3,s,pres,,,,
1320,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,637,.,y vos querés que te lo preste ?%mor: coord|y=and pro:obj|vos=you v|quere-2S&PRES=want pro:rel|que=that pro:obj|te=you pro:obj|lo&m=him v|presta-13S&SUB&PRES=lend ?,%mor:,0,,,0,0,0,,,,
1321,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,637,v|quere-2s&pres=want,y vos querés que te lo preste ?%mor: coord|y=and pro:obj|vos=you v|quere-2S&PRES=want pro:rel|que=that pro:obj|te=you pro:obj|lo&m=him v|presta-13S&SUB&PRES=lend ?,%svd:,querer,1,1,2,s,pres,,,,
1322,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,637,v|presta-13S&SUB&PRES=lend,y vos querés que te lo preste ?%mor: coord|y=and pro:obj|vos=you v|quere-2S&PRES=want pro:rel|que=that pro:obj|te=you pro:obj|lo&m=him v|presta-13S&SUB&PRES=lend ?,%svd:,prestar,1,1,3,S,sub&pres,switch,switch,,
1323,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,641,v|pasa-3s&pres=pass,no pasa nada !%mor: adv|no=no v|pasa-3S&PRES=pass pro:indef|nada=nothing !,%mor:,0,,,0,0,0,,,,
1324,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,641,v|pasa-3s&pres=pass,no pasa nada !%mor: adv|no=no v|pasa-3S&PRES=pass pro:indef|nada=nothing !,%svd:,pasar,na,na,na,na,na,na,na,na,non-referential
1325,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,643,.,&tttss .,%mor:,0,,,0,0,0,,,,
1326,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,644,v|pasa-3s&pret=pass,qué pasó ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass ?,%mor:,0,,,0,0,0,,,,
1327,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,644,v|pasa-3s&pret=pass,qué pasó ?%mor: pro:int|qué=what v|pasa-3S&PRET=pass ?,%svd:,pasar,wh,0,3,s,pret,,,,
1328,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,646,v|rompe-3s&pret=break,se rompió !%mor: pro:refl|se=itself v|rompe-3S&PRET=break !,%mor:,0,,,0,0,0,,,,
1329,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,646,v|rompe-3s&pret=break,se rompió !%mor: pro:refl|se=itself v|rompe-3S&PRET=break !,%svd:,romper,0,0,3,s,pret,,,,
1330,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,648,v|rompe-3s&pret=break,qué se rompió ?%mor: pro:int|qué=what pro:refl|se=itself v|rompe-3S&PRET=break ?,%mor:,0,,,0,0,0,,,,
1331,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,648,v|rompe-3s&pret=break,qué se rompió ?%mor: pro:int|qué=what pro:refl|se=itself v|rompe-3S&PRET=break ?,%svd:,romper,wh,0,3,s,pret,,,,
1332,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,650,.,&uumm .,%mor:,0,,,0,0,0,,,,
1333,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,651,v|llama-3p&pres=call,cómo se llaman estos ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call det:dem|este-m-PL=this ?,%mor:,0,,,0,0,0,,,,
1334,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,651,v|llama-3p&pres=call,cómo se llaman estos ?%mor: pro:int|cómo=how pro:refl|se=itself v|llama-3P&PRES=call det:dem|este-m-PL=this ?,%svd:,llamar,DP-dem,0,3,p,pres,,,,
1335,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,654,.,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%mor:,0,,,0,0,0,,,,
1336,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,654,v|sabe-1s&pres=know,no sé .%mor: adv|no=no v|sabe-1S&PRES=know .,%svd:,saber,0,1,1,s,pres,,,,
1337,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,658,.,sí .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
1338,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,660,.,+< &uu .,%mor:,0,,,0,0,0,,,,
1339,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,661,v|apreta-1p&pres&pret=tighten,"pero si apretamos mucho, mirá !%mor: conj|pero=but conj|si=if v|apreta-1P&PRES&PRET=tighten adv|mucho=much cm|cm co|mirá !",%mor:,0,,,0,0,0,,,,
1340,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,661,v|apreta-1p&pres&pret=tighten,"pero si apretamos mucho, mirá !%mor: conj|pero=but conj|si=if v|apreta-1P&PRES&PRET=tighten adv|mucho=much cm|cm co|mirá !",%svd:,apretar,0,1,1,p,pres,,,,
1341,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,664,.,&uup .,%mor:,0,,,0,0,0,,,,
1342,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,665,v|rompe-2s&pret=break,lo rompiste !%mor: pro:obj|lo&m=him v|rompe-2S&PRET=break !,%mor:,0,,,0,0,0,,,,
1343,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,665,v|rompe-2s&pret=break,lo rompiste !%mor: pro:obj|lo&m=him v|rompe-2S&PRET=break !,%svd:,romper,0,1,2,s,pret,,,,
1344,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,667,.,+< se rompen .%mor: pro:refl|se=itself v|rompe-3P&PRES=break .,%mor:,0,,,0,0,0,,,,
1345,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,667,v|rompe-3p&pres=break,+< se rompen .%mor: pro:refl|se=itself v|rompe-3P&PRES=break .,%svd:,romper,0,0,3,p,pres,,,,
1346,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,669,v|rompe-1s&pret=break,"&aaaahj, lo rompí !%mor: cm|cm pro:obj|lo&m=him v|rompe-1S&PRET=break !",%mor:,0,,,0,0,0,,,,
1347,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,669,v|rompe-1s&pret=break,"&aaaahj, lo rompí !%mor: cm|cm pro:obj|lo&m=him v|rompe-1S&PRET=break !",%svd:,romper,0,1,1,s,pret,,switch,,
1348,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,671,v|pasa-3s&pres=pass,no pasa nada !%mor: adv|no=no v|pasa-3S&PRES=pass pro:indef|nada=nothing !,%mor:,0,,,0,0,0,,,,
1349,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,671,v|pasa-3s&pres=pass,no pasa nada !%mor: adv|no=no v|pasa-3S&PRES=pass pro:indef|nada=nothing !,%svd:,pasar,na,na,na,na,na,na,na,na,non-referential
1350,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,677,.,porque sí .%mor: conj|porque=because co|sí=yes .,%mor:,0,,,0,0,0,,,,
1351,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,681,.,mirá yo estoy (ha)ciendo .%mor: co|mirá pro:sub|yo=I aux|esta-1S&PRES=be part|hace-PROG=do .,%mor:,0,,,0,0,0,,,,
1352,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,681,aux|esta-1s&pres=be,mirá yo estoy (ha)ciendo .%mor: co|mirá pro:sub|yo=I aux|esta-1S&PRES=be part|hace-PROG=do .,%svd:,estar,1,1,1,s,pres,,,,
1353,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,683,cop|se-3s&pres=be,pero por qué es mejor este ?%mor: conj|pero=but prep|por=for pro:int|qué=what cop|se-3S&PRES=be adj|mejor=better det:dem|este=this ?,%mor:,0,,,0,0,0,,,,
1354,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,683,cop|se-3s&pres=be,pero por qué es mejor este ?%mor: conj|pero=but prep|por=for pro:int|qué=what cop|se-3S&PRES=be adj|mejor=better det:dem|este=this ?,%svd:,ser,DP-dem,0,3,s,pres,,,,
1355,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,686,v|tene-3s&pres=have,qué tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have ?,%mor:,0,,,0,0,0,,,,
1356,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,686,v|tene-3s&pres=have,qué tiene ?%mor: pro:int|qué=what v|tene-3S&PRES=have ?,%svd:,tener,0,0,3,s,pres,,,,
1357,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,692,v|tene-3s&pres=have,"&ay, porque tiene punta es mejor !%mor: cm|cm conj|porque=because v|tene-3S&PRES=have n|punta&f=point cop|se-3S&PRES=be adj|mejor=better !",%mor:,0,,,0,0,0,,,,
1358,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,692,v|tene-3s&pres=have,"&ay, porque tiene punta es mejor !%mor: cm|cm conj|porque=because v|tene-3S&PRES=have n|punta&f=point cop|se-3S&PRES=be adj|mejor=better !",%svd:,tener,0,0,3,s,pres,,,,
1359,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,692,cop|se-3s&pres=be,"&ay, porque tiene punta es mejor !%mor: cm|cm conj|porque=because v|tene-3S&PRES=have n|punta&f=point cop|se-3S&PRES=be adj|mejor=better !",%svd:,ser,0,0,3,s,pres,,,,
1360,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,695,v|deja-2s&pres=leave,"a_ver, me dejás ?%mor: co|a_ver=lets_see cm|cm pro:obj|me=me v|deja-2S&PRES=leave ?",%mor:,0,,,0,0,0,,,,
1361,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,695,v|deja-2s&pres=leave,"a_ver, me dejás ?%mor: co|a_ver=lets_see cm|cm pro:obj|me=me v|deja-2S&PRES=leave ?",%svd:,dejar,0,1,2,s,pres,,switch,,
1362,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,697,.,así pinto la mano .%mor: adv|así=thus v|pinta-1S&PRES=paint det:art|el&f&SG=the n|mano&f=hand .,%mor:,0,,,0,0,0,,,,
1363,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,697,v|pinta-1s&pres=paint,así pinto la mano .%mor: adv|así=thus v|pinta-1S&PRES=paint det:art|el&f&SG=the n|mano&f=hand .,%svd:,pintar,0,1,1,s,pres,,switch,,
1364,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,CHI,4;03.25,.,.,.,Target_Child,.,.,700,.,chi [: sí] .%mor: co|sí=yes .,%mor:,0,,,0,0,0,,,,
1365,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,704,.,y me estabas contando del arito .%mor: coord|y=and pro:obj|me=me aux|esta-2S&PAS=be part|conta-PROG=count_tell prep|de~det:art|el&m=of n|aro&m-DIM=hoop .,%mor:,0,,,0,0,0,,,,
1366,AG-MMU-2018-08-30-esp-MMU-tagged.cha,chi-inv,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,704,aux|esta-2s&pas=be,y me estabas contando del arito .%mor: coord|y=and pro:obj|me=me aux|esta-2S&PAS=be part|conta-PROG=count_tell prep|de~det:art|el&m=of n|aro&m-DIM=hoop .,%svd:,estar,0,1,2,s,pas,,,,
